Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2020,12,Male,17,Right-Handed,170.1,26,,1,Rail (Train/Tram/Subway),15,0.3,42,Baseball/Softball,400,200,600,400,300,1000,25,Right foot,8,9,Index finger,November,Spring,No,No,Poultry,Soft drink (caffeinated),Computers and technology,7,10,7,Yes - broadband connection,Text messaging,4,5,4,24,3,10,0,4,24,3,48,0,0,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Musician or singer,Health
USA,TN,2020,6,Female,12,Right-Handed,137,18,128,1,Car,10,0.409,33,Gymnastics,899,999,799,900,400,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,7,Male,12,Right-Handed,150,25,150,1,Bicycle,15-20,0.31,43,Soccer,355,635,821,123,1000,1000,25,Same length,98,72,Index finger,November,Fall,No,No,Other,Water,Physical education,10,9,4,Yes - broadband connection,In person,0,0,0,0,10,6,0,20,0,0,20,0,0,1,Some,Some college,Other,Freeze time,Healthy,Other,Other
USA,PA,2020,10,Male,17,Right-Handed,178,41,165,3,Bus,20,,,Swimming,,,,,,,40,Right foot,,,,November,Summer,No,No,Meat,Juice,Science,8,7,3,Yes - dial-up connection,In person,10,10,,,,,,,,,,,,,Some,Undergraduate degree,Rock and roll,Freeze time,Healthy,Sports person,"Arts, culture, sports"
USA,CA,2020,7,Male,13,Right-Handed,5'6,40,40,2,Bus,30,1,2,Soccer,1000,1000,1000,1000,1000,99999,40,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,11,Male,17,Right-Handed,167.6,24.13,175,2,Bus,90,0.304,52,Basketball,1000,1000,1000,1000,1000,1000,,Same length,22.86,21.59,Same length,December,Winter,No,No,Fruit,Water,Mathematics and statistics,6,3,7,Yes - broadband connection,Text messaging,100,100,120,20,10,5,5,0,20,20,20,0,0,0,A lot,Graduate degree,Other,Freeze time,Rich,Relative,International aid
USA,OH,2020,8,Male,13,Right-Handed,162,22,158,1,Bicycle,6,0.471,61,Soccer,1000,750,700,500,10,0,22,Same length,59,60,Ring finger,April,Summer,Yes,No,Meat,Water,History,8to9,8,5,Yes - broadband connection,Text messaging,300,300,5,0.5,5,5,6,1,2,5,2,1,0,5,Very little,High school,Pop,Freeze time,Happy,Actor,Education/Youth development
USA,MO,2020,11,Male,17,Right-Handed,177,28,187,1,Car,6,0.285,32,Baseball/Softball,350,500,100,600,700,600,27,Right foot,102,107,Ring finger,August,Spring,No,No,Meat,Water,Physical education,8,8,4,Yes - broadband connection,Internet chat or instant messaging,6,7,5,1,3,7,5,1,2,1,3,4,5,3,Some,Graduate degree,Country,Fly,Rich,Relative,"Arts, culture, sports"
USA,PA,2020,9,Male,15,Right-Handed,193,33,191,1,Car,20,0.327,32,Baseball/Softball,1000,100,5,5,200,1000,29,Left foot,940,950,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,8,8,5,Yes - broadband connection,Other,70,80,3,1,3,5,25,24,1,1,3,2,0.5,1,Very little,Graduate degree,Rock and roll,Super strength,Rich,Friend,"Wildlife, animals"
USA,CA,2020,7,Male,13,Right-Handed,5'6,40,40,2,Bus,30,1,2,Soccer,1000,1000,1000,1000,1000,99999,40,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,7,Male,13,Right-Handed,5'6,40,40,2,Bus,30,1,2,Soccer,1000,1000,1000,1000,1000,99999,40,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,8,Female,14,Left-Handed,172,26,168,4,Car,4,0.436,51,Lacrosse,900,950,400,400,200,200,24,Right foot,63,70,Ring finger,August,Summer,Yes,No,Other,Water,Physical education,9,7,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",43,57,65,2,2,1,4,0,5,1,5,2,0,0,A lot,Graduate degree,Pop,Invisibility,,Politician,Religious
USA,OH,2020,11,Male,16,Right-Handed,"5,7",10,6,1,Car,20,11,12,Soccer,,,5,,,5,12,Same length,3,4,Ring finger,June,Summer,Yes,No,Meat,Juice,Other,9,10,7,Yes - broadband connection,Text messaging,3,3,9,1,0,0,0,0,3,3,9,9,0,0,Some,Some college,Rap/Hip hop,Telepathy,Rich,Musician or singer,Health
USA,NY,2020,12,Female,17,Right-Handed,171,24.5,75.5,3,Rail (Train/Tram/Subway),50,0.428,46,Dancing,1000,1000,802,1000,802,802,25.5,Left foot,73,75,Ring finger,December,Summer,Yes,Yes,Pizza/Pasta,Water,Science,7,9,5,Yes - broadband connection,In person,20,30,5,3,20,10,4,0,7,1,10,3,1,1,A lot,Graduate degree,Classical,Fly,Happy,Actor,Environment
USA,OH,2020,11,Male,17,Right-Handed,158,5.5,167,2,Bus,30,0.453,58,Dancing,100,87,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2020,10,Female,15,Right-Handed,165,22,138,2,Bus,45,0.525,42,Skateboarding/Rollerblading,455,100,300,342,417,500,22,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2020,11,Female,17,Right-Handed,179,25,177,1,Car,10,0.579,29,Dancing,802,647,642,642,567,572,25,Same length,70,70,Same length,July,Fall,Yes,No,Fruit,Water,Mathematics and statistics,6,8,5,Yes - other,Text messaging,50,50,8,2,6,3,12,0,6,6,5,6,10,3,Some,Graduate degree,Country,Invisibility,Happy,Relative,Health
USA,CA,2020,12,Male,18,Right-Handed,5í8,9 1/2,173cm,1,Car,10,0,0,Skateboarding/Rollerblading,1000,900,900,600,200,450,9 1/2,Same length,6,5,Same length,February,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),Music,6,9,6,Yes - other,Cell phone,10,6,10,10,5,10,7,14,19,2,1,5,20,7,A lot,Some college,Rock and roll,Freeze time,Happy,Musician or singer,Education/Youth development
USA,CA,2020,9,Male,14,Right-Handed,185,25,183,1,Bus,40,0.324,72,Basketball,1000,778,765,876,768,897,21,Same length,10,95,Index finger,April,Summer,Yes,No,Meat,Soft drink (caffeinated),Physical education,7,11,2,Yes - other,Text messaging,5,6,3,2,0,3,2,4,1,4,2,2,0,0,None,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health
USA,AZ,2020,12,Male,19,Right-Handed,,,,1,Bus,,,,Other,,,,,,,,,,,,April,Winter,Yes,No,Meat,Water,Art,6,9,5,Yes - other,,,,,,,,,,,,,,,,Some,High school,Heavy metal,Invisibility,Happy,Other,Environment
USA,CA,2020,9,Female,15,Right-Handed,152,21,153,2,Bus,40,0.38,60,Dancing,888,1000,1000,968,0,11821,21.2,Left foot,7.5,7.5,Same length,November,Winter,No,No,Other,Coffee,English,8,10,7,Yes - other,Internet chat or instant messaging,60,43,5,20,4,6,8,1,10,20,1,1,3,10,Some,Graduate degree,Other,Telepathy,Happy,Friend,Health
USA,SC,2020,12,Female,18,Right-Handed,5'3,,,1,Car,,3.061,39,Athletics,299,1000,326,487,0,1000,,Same length,,,Ring finger,September,Spring,No,No,Seafood,Water,Mathematics and statistics,,,4,Yes - other,Text messaging,4,2,,,,,,,,,,,,,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,International aid
USA,CA,2020,7,Male,13,Right-Handed,5'6,40,40,2,Bus,30,1,2,Soccer,1000,1000,1000,1000,1000,99999,40,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,8,Female,14,Right-Handed,157,21,152,1,Walk,15,0.34,73,Cycling,1000,1000,500,700,0,1000,21,Same length,60,70,Index finger,August,Fall,Yes,No,No favorite,Water,Other,4,8,4,Yes - other,Text messaging,100,150,3,6,5,1,2,0,4,6,40,0,0,5,Some,Undergraduate degree,Other,Telepathy,Healthy,Musician or singer,Health
USA,AR,2020,12,Male,18,Right-Handed,150,30,156,2,Car,15,10,1,Gymnastics,,,,1000,,,20,Same length,20,30,Same length,April,Summer,No,No,Other,Coffee,English,7,12,7,Yes - dial-up connection,Text messaging,100,400,,,,,,,,,,,,,,,,,,,
USA,FL,2020,12,Female,18,Right-Handed,166,23.8,170,2,Car,20,0.149,25,Soccer,1000,909,973,947,658,952,23.8,Same length,70,66,Index finger,August,Summer,No,No,Seafood,Water,Social studies,7,10,3,Yes - broadband connection,Cell phone,30,33,90,50,8,30,2,8,7,130,24,15,0,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Healthy,Business person,Health
USA,OH,2020,11,Male,82,Ambidextrous,234.6,40,234.6,6,Skateboard/Scooter/Rollerblade,120,0.2,10,None,0,0,0,0,999,999,40,Same length,72.6,40,Index finger,August,Winter,No,No,Other,Other,Other,3,10,11,Yes - broadband connection,Other,200,1000,6,4,0,1,6,2,5,2,5,0,0,15,None,Other,Gospel,Freeze time,Rich,Other,Other
USA,AK,2020,12,Male,18,Right-Handed,174,27,177,3,Bus,12,0.408,35,Soccer,1000,1000,1000,900,600,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,9,Male,14,Right-Handed,,23,,2,Car,45,0.379,,Soccer,,,,,,,23,Same length,,,,September,Winter,No,No,Other,Juice,Music,08-Jul,12,9,Yes - other,Cell phone,5-10?,5-10?,2,0,02-Jan,2,0,2,1,0,0,1,2,0,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,Religious
USA,CA,2020,7,Male,13,Right-Handed,5'6,40,40,2,Bus,30,1,2,Soccer,1000,1000,1000,1000,1000,99999,40,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2020,11,Female,18,Right-Handed,168,23,162,1,Car,13,0.436,41,Athletics,925,856,663,631,337,807,23,Same length,86,93,Ring finger,September,Winter,Yes,No,No favorite,Water,Science,5,7,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",1,2,5,1,10,20,17,0,5,16,4,4,20,7,Some,Graduate degree,Country,Freeze time,Healthy,Religious figure,Health
USA,OH,2020,11,Female,17,Right-Handed,5'4,9,62,1,Bus,15,0.642,51,Other,2,4,3,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,11,Male,16,Right-Handed,172.7,25.4,177.8,2,Bus,30,0.369,49,Basketball,1000,497,1000,1000,551,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,11,Female,16,Right-Handed,170,26,175,2,Car,15,0.435,45,None,513,1000,374,160,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,RI,2020,12,Male,17,Left-Handed,182.8,27.5,187,1,Car,4,0.283,48,Basketball,1000,1000,1000,1000,1000,1000,27.5,Same length,80,75,Index finger,July,Winter,Yes,No,Seafood,Water,Physical education,7,10,4,Yes - broadband connection,Cell phone,50,20,10,50,0,10,0,0,40,20,84,10,25,0,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Teacher,Health
USA,OH,2020,12,Female,17,Right-Handed,5'7,,27,1,Walk,7,1.264,51,Athletics,620,230,797,166,807,807,27,Same length,10,8,Index finger,February,Fall,Yes,No,Poultry,Water,Other,6.5-7,09-Jul,4,Yes - other,Cell phone,25?,25?,6,15,9,2,10,1,7,3,15,1,08-Jun,2,Some,Other,Rhythm and blues (R&B),Telepathy,Happy,Relative,Education/Youth development
USA,AZ,2020,12,Male,17,Right-Handed,,,,1,Car,13,0.462,43,Football (American),941,866,930,893,80,1000,,,,,,August,Summer,No,No,Meat,Soft drink (caffeinated),Mathematics and statistics,6,10,6,Yes - broadband connection,Internet chat or instant messaging,4,3,0,1,1,20,30,30,30,15,10,2,0,2,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Actor,Health
USA,MD,2020,11,Female,17,Right-Handed,159,24,169,2,Bus,35,0.542,31,None,950,975,925,900,500,999,24,Right foot,85,93,Ring finger,September,Spring,Yes,No,Desserts,Water,Art,5,10,4,Yes - broadband connection,In person,4,100,7,1,36,2,0,15,0,1,60,0,0,5,A lot,Undergraduate degree,Pop,Telepathy,Happy,Other,Environment
USA,RI,2020,12,Male,17,Right-Handed,182,29,190,2,Walk,7,0.412,33,None,700,700,400,400,900,1000,29,Same length,80,76,Index finger,September,Winter,Yes,No,Meat,Water,History,7,5,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,60,4,1,3,2,1,1,2,1,8,10,0,2,Some,Some college,Other,Freeze time,Healthy,Other,Other
USA,IN,2020,11,Male,17,Left-Handed,189,28,195,1,Car,15,0.362,31,Baseball/Softball,900,900,900,900,500,1000,28,Same length,8,9,Same length,December,Winter,No,No,Meat,Soft drink (caffeinated),History,6,8,4,Yes - broadband connection,Text messaging,50,60,24,3,1,24,6,15,25,72,72,8,3,8,Very little,Graduate degree,Rap/Hip hop,Fly,Rich,Friend,Health
USA,OH,2020,12,Female,17,Right-Handed,5'2,8cm,10cm,2,Car,15,0.552,55,Other,1000,1000,1000,1000,500,1000,6cm,Same length,39cm,44cm,Same length,March,Summer,Yes,No,Seafood,Water,English,8,12,3,Yes - other,Text messaging,144,3,1,24289,0,24,0,0,0,0,0,0,40,3,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,Education/Youth development
USA,AZ,2020,12,Male,17,Right-Handed,,,,1,Car,15,0.351,58,Skateboarding/Rollerblading,684,203,37,797,856,1000,,,,,,January,Spring,No,No,Meat,Water,Art,8,12,3,Yes - broadband connection,Cell phone,100,160,15,4,5,5,5,3,4,5,5,3,20,5,,,,,,,
USA,OH,2020,7,Female,12,Right-Handed,167,23.5,160,2,Car,3,0.39,69,Soccer,492,930,385,417,118,267,23,Right foot,82,84,Ring finger,April,Fall,No,No,Pizza/Pasta,Water,Music,8:50,10,4,Yes - other,In person,idk,idk,50,1,6,70,5,6,6,8,15,25,0,1,Very little,Other,Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,MD,2020,11,Male,17,Right-Handed,172.7,27,182,2,Bus,30,0.378,43,Rowing,700,600,600,500,500,1000,27,Same length,86,93,Index finger,September,Fall,No,No,Rice/Noodle dishes,Water,Computers and technology,7,7,2,Yes - broadband connection,Internet chat or instant messaging,0,2,1,0,5,3,36,1,0,0,1,0,0,5,Some,Graduate degree,Classical,Invisibility,Happy,Friend,Health
USA,CA,2020,12,Male,17,Right-Handed,6í2,25,181,2,Car,5,0.69,5,Basketball,1000,1000,900,1000,500,800,25,Same length,8,7,Index finger,September,Spring,No,No,Meat,Water,Physical education,7,8,4,Yes - broadband connection,,10,10,0,0,3,10,10,10,10,10,10,10,10,10,Some,Some college,Rap/Hip hop,Fly,Rich,Relative,Health
USA,PA,2020,11,Male,18,Right-Handed,172,,,1,Bus,10,0.363,57,Soccer,1000,,807,578,791,807,26.5,Same length,80,90,,August,Winter,Yes,No,Meat,Soft drink (non-caffeinated),Art,4,13,5,Yes - broadband connection,Text messaging,250,250,3,50,1,12,0,0.4,50,50,50,3,29,0,A lot,Some college,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,OH,2020,8,Female,13,Left-Handed,150,19,142,2,Walk,20,0.284,34,Gymnastics,670,800,740,470,20,5,27,Left foot,150,142,Index finger,February,Fall,No,No,Breads/Sandwiches,Sports drink,Languages,5,3,5,Yes - broadband connection,Text messaging,0,0,1,0,4,4,4,6,0,2,5,3,0,3,Very little,Graduate degree,Rock and roll,Freeze time,Healthy,Coach or club leader,"Wildlife, animals"
USA,NC,2020,11,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2020,12,Male,15,Right-Handed,168,21.58,164,2,Bus,9,0.447,37,None,1000,1000,800,700,800,900,21.58,Same length,73,70,Ring finger,April,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,5,10,5,Yes - other,Internet chat or instant messaging,14,17,1,1,20,15,1,0,54,30,60,20,0,20,A lot,Graduate degree,Other,Telepathy,Rich,Other,"Wildlife, animals"
USA,PA,2020,11,Male,16,Ambidextrous,177,24,80,2,Bus,45,0.436,42,Baseball/Softball,500,500,650,700,1000,950,24,Same length,80,75,Index finger,March,Fall,Yes,No,Meat,Soft drink (caffeinated),Other,2.5,4,3,Yes - other,Internet chat or instant messaging,500,600,70,8,0.5,0,,,,,,,,,,,,,,,
USA,IN,2020,12,Female,15,Right-Handed,170,25.4,169,1,Bus,30,0.371,34,Other,652,679,144,96,396,663,25.2,Right foot,104,100,Ring finger,May,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),Other,6,8,2,No internet connection,Text messaging,3,30,6,1,2,7,6,2,8,1,10,4,0,1,Some,Graduate degree,Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,AZ,2020,12,Female,17,Right-Handed,169,26,167.6,1,Car,30,0.424,60,Tennis,957,882,626,882,123,187,60,Same length,10.5,10,Ring finger,June,Spring,Yes,Yes,Fruit,Water,Art,6,9,4,Yes - broadband connection,Text messaging,200,200,12,1,0,5,3,1,3,4,3,1,25,2,Some,Some college,Jazz,Telepathy,Happy,Coach or club leader,Environment
USA,MI,2020,9,Female,15,Right-Handed,170,24,175,1,Car,25,0.361,44,Other,,,,,,,24,Same length,70,75,Index finger,January,Summer,No,No,No favorite,Water,Science,7,10,4,Yes - other,Internet chat or instant messaging,20,50,7,1.5,17,Y,,,,,,,,,,,,,,,
USA,AZ,2020,12,Male,17,Right-Handed,162,26,60,1,Car,13,0.462,43,Basketball,941,866,930,893,80,1000,25.5,Left foot,101.6,103,Index finger,August,Summer,No,No,Meat,Soft drink (caffeinated),Mathematics and statistics,6,10,6,Yes - broadband connection,Internet chat or instant messaging,4,3,0,1,1,16,30,30,30,15,10,2,8,25,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Actor,"Wildlife, animals"
USA,VA,2020,12,Male,17,Right-Handed,83,26,83,1,Car,20,0.4,51,Table Tennis,300,225,340,200,530,570,26,Same length,87,88,Ring finger,June,Summer,No,No,Seafood,Tea,History,7,3,5,Yes - broadband connection,Text messaging,40,45,15,1,1,4,0,0,0,1,5,3,29,4,Very little,High school,Country,Fly,Rich,Relative,Religious
USA,NY,2020,12,Female,17,Right-Handed,155,20.5,150,2,Rail (Train/Tram/Subway),40,0.704,67,Walking/Hiking,1000,800,750,750,650,800,22,Left foot,75,75,Same length,September,Summer,Yes,No,Pizza/Pasta,Milk,Art,6.5,8,4,Yes - broadband connection,In person,248,284,15,2,20,10,2,0,10,8,13,5,0,5,A lot,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Relative,Other
USA,OH,2020,7,Male,12,Right-Handed,144.5,22,143,2,Car,10,0.153,31,Swimming,800,800,800,750,400,900,22,Same length,7,8,Ring finger,October,Winter,Yes,,Meat,Water,Mathematics and statistics,9.5,10,5,Yes - broadband connection,In person,5,5,7,2,15.5,5,9.5,3,3,0.5,7,2,0,0,A lot,Graduate degree,Other,Telepathy,Happy,Coach or club leader,Health
USA,MD,2020,11,Female,17,Left-Handed,155,20,159,3,Walk,15,0.449,38,Other,989,960,941,926,978,975,20,Same length,73,66,Same length,January,Fall,Yes,No,Rice/Noodle dishes,Water,Science,5,10,4,Yes - broadband connection,Text messaging,100,500,10,4,15,12,3,0,25,15,50,0,0,3,Some,Graduate degree,Pop,Fly,Happy,Teacher,Health
USA,NC,2020,12,Female,17,Right-Handed,164.5,23.4,165,1,Car,7,1,40,Dancing,700,700,850,700,400,500,24.6,Left foot,3.7,3.7,Same length,November,Fall,No,No,Other,Water,Other,5,9,8,Yes - broadband connection,In person,4,5,4,2,3,40,4,1,5,4,14,7,20,6,Some,,Pop,Fly,Happy,Religious figure,Education/Youth development
USA,CA,2020,11,Male,16,Right-Handed,171,29,84,2,Bus,70,0.3,43,Soccer,900,800,800,900,1000,1000,29,Same length,8,7,Index finger,April,Spring,No,No,Desserts,Water,Mathematics and statistics,7,9,4,Yes - other,In person,3,5,12,2,16,4,0,45,20,4,24,0,0,7,A lot,Graduate degree,Other,Freeze time,Healthy,Other,Other
USA,NY,2020,12,Male,17,Right-Handed,173,28,182,2,Rail (Train/Tram/Subway),60,0.579,50,Martial Arts,818,695,608,845,1000,1000,28.5,Left foot,9,8,Index finger,October,Summer,No,Yes,No favorite,Water,English,6,9,3,Yes - broadband connection,Text messaging,100,100,5,0,6,6,4,0,0,8,7,7,1,5,A lot,Graduate degree,Other,Invisibility,Happy,Friend,Education/Youth development
USA,RI,2020,12,Female,17,Right-Handed,168,25,179,2,Bus,60,0.756,60,Dancing,80,100,100,95,90,95,25,Same length,90,67,Index finger,February,Summer,No,No,Pizza/Pasta,Coffee,Languages,6,10,3,Yes - other,Text messaging,3,106,0,100,8,0,0,0,50,80,90,40,0,50,A lot,Some college,Reggae,Fly,Happy,Other,Religious
USA,NC,2020,11,Male,17,Right-Handed,180,26,182,1,Car,10,0.344,43,Athletics,829,893,1000,791,561,684,26,Same length,75,79,Ring finger,July,Fall,Yes,No,Breads/Sandwiches,Water,History,7,8,4,Yes - broadband connection,Text messaging,4,16,0,0,3,2,8,10,27,0.25,50,1,0,0,None,Graduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,International aid
USA,CO,2020,11,Male,15,Right-Handed,166,27,140,2,Bus,40,0.4,43,Skateboarding/Rollerblading,668,658,636,658,230,556,27,Same length,10,10,Ring finger,August,Fall,Yes,No,Meat,Water,Physical education,7,10,7,Yes - broadband connection,In person,3,2,36,0,0,3,5,3,9,1,24,0,0,0,Very little,Some college,Rap/Hip hop,Freeze time,Happy,Relative,"Wildlife, animals"
USA,OH,2020,12,Female,17,Left-Handed,5'4,12,,,Car,20,0.48,44,Baseball/Softball,1000,1000,1000,1000,476,80,,,,75,Same length,April,Spring,Yes,No,Rice/Noodle dishes,Water,,6,10,3,Yes - other,Text messaging,N/A,a lot,2,6,3,4,6,10,1,1,24,8,0,2,A lot,High school,Pop,Fly,Healthy,Business person,Education/Youth development
USA,NC,2020,11,Male,17,Right-Handed,185,28,185,1,Car,7,0.359,32,Other,952,813,647,824,209,904,28,Same length,75,78,Ring finger,June,Spring,No,No,Pizza/Pasta,Water,Music,6,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",134,164,4,1,10,5,1,5,8,3,10,2,0,2,A lot,Undergraduate degree,Pop,Invisibility,Healthy,Teacher,"Arts, culture, sports"
USA,MO,2020,11,Female,18,Left-Handed,152,21,127,2,Car,5,0.337,62,Walking/Hiking,900,300,100,400,1000,1000,21,Same length,7,9,Ring finger,September,Fall,Yes,No,Rice/Noodle dishes,Soft drink (caffeinated),English,7,11,2,Yes - other,Internet chat or instant messaging,10,10,2,14,1,4,1,3,24,24,60,7,3,7,A lot,Undergraduate degree,Punk rock,Telepathy,Rich,Musician or singer,"Wildlife, animals"
USA,OH,2020,11,Male,16,Ambidextrous,177.8,27,193,1,Bus,70,0.335,34,Running/Jogging,900,700,800,600,100,100,26,Right foot,90,100,Ring finger,April,Fall,No,No,Meat,Water,Mathematics and statistics,6,5,2,Yes - other,In person,20,30,7,4,6,20,2,10,5,?,?,?,0,0,Some,Some college,Other,Telepathy,Happy,Friend,"Wildlife, animals"
USA,OH,2020,7,Male,12,Right-Handed,169,26,173,2,Bus,20,0.4,49,Swimming,550,500,350,400,800,900,26,Same length,103,110,Ring finger,October,Summer,No,No,Meat,Water,Physical education,8.5,10,6,Yes - broadband connection,Text messaging,30,30,10,2,3,4,12,8,8,4,5,0,0,5,Very little,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Health
USA,FL,2020,12,Female,17,Right-Handed,150,13.9,151.5,2,Car,15,0.394,62,Gymnastics,90,100,80,70,100,100,13.5,Right foot,7.2,6.4,Index finger,April,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),Science,7,10,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100,100,50,28,5,10,5,5,30,50,35,2,0,8,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,RI,2020,12,Male,16,Right-Handed,180,28,190,1,Walk,5,0.38,47,Football (American),1000,1000,500,500,800,999,28,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2020,12,Female,18,Right-Handed,5'4,22,160,1,Car,10,0.413,41,Baseball/Softball,1000,1000,1000,1000,200,700,22,Same length,8 1/4,8 1/2,Ring finger,October,Spring,Yes,No,Pizza/Pasta,Water,Other,8,8,6,Yes - other,In person,50,50,10,1,5,6,12+,0,15+,5,12+,7,15,4,A lot,Graduate degree,Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,IN,2020,12,Female,17,Right-Handed,160,25,176,2,Car,10,0.072,87,Athletics,1000,1000,1,999,5,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2020,12,Female,16,Right-Handed,5'5,,,1,Car,25,0.355,58,Walking/Hiking,,,,,,,25,Same length,25,165.1,,May,Winter,Yes,No,Pizza/Pasta,Water,History,8,8,4,Yes - broadband connection,Text messaging,3,3,10,0,10,10,5,0,15,15,10,10,0,10,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Actor,Environment
USA,CA,2020,11,Male,16,Right-Handed,170,24,175,1,Car,15,0.295,37,Golf,700,650,650,650,1000,1000,25,Left foot,75,80,Ring finger,February,Fall,Yes,No,Pizza/Pasta,Water,Computers and technology,8,12,4,Yes - broadband connection,Internet chat or instant messaging,3,18,10,0,13,10,2,40,20,3,80,9,0,0,A lot,Undergraduate degree,Other,Super strength,Healthy,Relative,Environment
USA,OH,2020,8,Female,13,Right-Handed,160,24,160,2,Bus,30,0.402,35,Soccer,1000,8000,4000,6000,2000,0,24,Same length,7,6,Same length,August,Summer,No,No,No favorite,Water,Music,10,8,5,Yes - other,Text messaging,6,8,47,1,1,5,5,0,0,3,2,2,3,2,Some,Other,Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2020,12,Female,17,Right-Handed,161.5,21.59,157,1,Car,15,0.482,60,Basketball,5,1000,1000,100,6,999,21.59,Same length,7,8,Ring finger,June,Summer,No,No,Desserts,Juice,Art,8,10,7,Yes - other,Text messaging,30,40,5,1,3,10,5,0,9,5,5,5,0,7,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Relative,Education/Youth development
USA,PA,2020,11,Female,16,Left-Handed,"5,5",37,65,1,Bus,30,0.42,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
